Entity,Code,Year,Income classifications (World Bank (2017)),primary_key
Liberia,LBR,1987,Low income,LBR_1987
Liberia,LBR,1988,Low income,LBR_1988
Liberia,LBR,1989,Low income,LBR_1989
Liberia,LBR,1990,Low income,LBR_1990
Liberia,LBR,1991,Low income,LBR_1991
Liberia,LBR,1992,Low income,LBR_1992
Liberia,LBR,1993,Low income,LBR_1993
Liberia,LBR,1994,Low income,LBR_1994
Liberia,LBR,1995,Low income,LBR_1995
Liberia,LBR,1996,Low income,LBR_1996
Liberia,LBR,1997,Low income,LBR_1997
Liberia,LBR,1998,Low income,LBR_1998
Liberia,LBR,1999,Low income,LBR_1999
Liberia,LBR,2000,Low income,LBR_2000
Liberia,LBR,2001,Low income,LBR_2001
Liberia,LBR,2002,Low income,LBR_2002
Liberia,LBR,2003,Low income,LBR_2003
Liberia,LBR,2004,Low income,LBR_2004
Liberia,LBR,2005,Low income,LBR_2005
Liberia,LBR,2006,Low income,LBR_2006
Liberia,LBR,2007,Low income,LBR_2007
Liberia,LBR,2008,Low income,LBR_2008
Liberia,LBR,2009,Low income,LBR_2009
Liberia,LBR,2010,Low income,LBR_2010
Liberia,LBR,2011,Low income,LBR_2011
Liberia,LBR,2012,Low income,LBR_2012
Liberia,LBR,2013,Low income,LBR_2013
Liberia,LBR,2014,Low income,LBR_2014
Liberia,LBR,2015,Low income,LBR_2015
Liberia,LBR,2016,Low income,LBR_2016
Libya,LBY,1987,Upper-middle income,LBY_1987
Libya,LBY,1988,Upper-middle income,LBY_1988
Libya,LBY,1989,Upper-middle income,LBY_1989
Libya,LBY,1990,Upper-middle income,LBY_1990
Libya,LBY,1991,Upper-middle income,LBY_1991
Libya,LBY,1992,Upper-middle income,LBY_1992
Libya,LBY,1993,Upper-middle income,LBY_1993
Libya,LBY,1994,Upper-middle income,LBY_1994
Libya,LBY,1995,Upper-middle income,LBY_1995
Libya,LBY,1996,Upper-middle income,LBY_1996
Libya,LBY,1997,Upper-middle income,LBY_1997
Libya,LBY,1998,Upper-middle income,LBY_1998
Libya,LBY,1999,Upper-middle income,LBY_1999
Libya,LBY,2000,Upper-middle income,LBY_2000
Libya,LBY,2001,Upper-middle income,LBY_2001
Libya,LBY,2002,Upper-middle income,LBY_2002
Libya,LBY,2003,Upper-middle income,LBY_2003
Libya,LBY,2004,Upper-middle income,LBY_2004
Libya,LBY,2005,Upper-middle income,LBY_2005
Libya,LBY,2006,Upper-middle income,LBY_2006
Libya,LBY,2007,Upper-middle income,LBY_2007
Libya,LBY,2008,Upper-middle income,LBY_2008
Libya,LBY,2009,Upper-middle income,LBY_2009
Libya,LBY,2010,Upper-middle income,LBY_2010
Libya,LBY,2011,Upper-middle income,LBY_2011
Libya,LBY,2012,Upper-middle income,LBY_2012
Libya,LBY,2013,Upper-middle income,LBY_2013
Libya,LBY,2014,Upper-middle income,LBY_2014
Libya,LBY,2015,Upper-middle income,LBY_2015
Libya,LBY,2016,Upper-middle income,LBY_2016
Liechtenstein,LIE,1987,Not categorized,LIE_1987
Liechtenstein,LIE,1988,Not categorized,LIE_1988
Liechtenstein,LIE,1989,Not categorized,LIE_1989
Liechtenstein,LIE,1990,Not categorized,LIE_1990
Liechtenstein,LIE,1991,Not categorized,LIE_1991
Liechtenstein,LIE,1992,Not categorized,LIE_1992
Liechtenstein,LIE,1993,Not categorized,LIE_1993
Liechtenstein,LIE,1994,High income,LIE_1994
Liechtenstein,LIE,1995,High income,LIE_1995
Liechtenstein,LIE,1996,High income,LIE_1996
Liechtenstein,LIE,1997,High income,LIE_1997
Liechtenstein,LIE,1998,High income,LIE_1998
Liechtenstein,LIE,1999,High income,LIE_1999
Liechtenstein,LIE,2000,High income,LIE_2000
Liechtenstein,LIE,2001,High income,LIE_2001
Liechtenstein,LIE,2002,High income,LIE_2002
Liechtenstein,LIE,2003,High income,LIE_2003
Liechtenstein,LIE,2004,High income,LIE_2004
Liechtenstein,LIE,2005,High income,LIE_2005
Liechtenstein,LIE,2006,High income,LIE_2006
Liechtenstein,LIE,2007,High income,LIE_2007
Liechtenstein,LIE,2008,High income,LIE_2008
Liechtenstein,LIE,2009,High income,LIE_2009
Liechtenstein,LIE,2010,High income,LIE_2010
Liechtenstein,LIE,2011,High income,LIE_2011
Liechtenstein,LIE,2012,High income,LIE_2012
Liechtenstein,LIE,2013,High income,LIE_2013
Liechtenstein,LIE,2014,High income,LIE_2014
Liechtenstein,LIE,2015,High income,LIE_2015
Liechtenstein,LIE,2016,High income,LIE_2016
Lithuania,LTU,1987,Not categorized,LTU_1987
Lithuania,LTU,1988,Not categorized,LTU_1988
Lithuania,LTU,1989,Not categorized,LTU_1989
Lithuania,LTU,1990,Upper-middle income,LTU_1990
Lithuania,LTU,1991,Upper-middle income,LTU_1991
Lithuania,LTU,1992,Lower-middle income,LTU_1992
Lithuania,LTU,1993,Lower-middle income,LTU_1993
Lithuania,LTU,1994,Lower-middle income,LTU_1994
Lithuania,LTU,1995,Lower-middle income,LTU_1995
Lithuania,LTU,1996,Lower-middle income,LTU_1996
Lithuania,LTU,1997,Lower-middle income,LTU_1997
Lithuania,LTU,1998,Lower-middle income,LTU_1998
Lithuania,LTU,1999,Lower-middle income,LTU_1999
Lithuania,LTU,2000,Lower-middle income,LTU_2000
Lithuania,LTU,2001,Upper-middle income,LTU_2001
Lithuania,LTU,2002,Upper-middle income,LTU_2002
Lithuania,LTU,2003,Upper-middle income,LTU_2003
Lithuania,LTU,2004,Upper-middle income,LTU_2004
Lithuania,LTU,2005,Upper-middle income,LTU_2005
Lithuania,LTU,2006,Upper-middle income,LTU_2006
Lithuania,LTU,2007,Upper-middle income,LTU_2007
Lithuania,LTU,2008,Upper-middle income,LTU_2008
Lithuania,LTU,2009,Upper-middle income,LTU_2009
Lithuania,LTU,2010,Upper-middle income,LTU_2010
Lithuania,LTU,2011,Upper-middle income,LTU_2011
Lithuania,LTU,2012,High income,LTU_2012
Lithuania,LTU,2013,High income,LTU_2013
Lithuania,LTU,2014,High income,LTU_2014
Lithuania,LTU,2015,High income,LTU_2015
Lithuania,LTU,2016,High income,LTU_2016
Luxembourg,LUX,1987,High income,LUX_1987
Luxembourg,LUX,1988,High income,LUX_1988
Luxembourg,LUX,1989,High income,LUX_1989
Luxembourg,LUX,1990,High income,LUX_1990
Luxembourg,LUX,1991,High income,LUX_1991
Luxembourg,LUX,1992,High income,LUX_1992
Luxembourg,LUX,1993,High income,LUX_1993
Luxembourg,LUX,1994,High income,LUX_1994
Luxembourg,LUX,1995,High income,LUX_1995
Luxembourg,LUX,1996,High income,LUX_1996
Luxembourg,LUX,1997,High income,LUX_1997
Luxembourg,LUX,1998,High income,LUX_1998
Luxembourg,LUX,1999,High income,LUX_1999
Luxembourg,LUX,2000,High income,LUX_2000
Luxembourg,LUX,2001,High income,LUX_2001
Luxembourg,LUX,2002,High income,LUX_2002
Luxembourg,LUX,2003,High income,LUX_2003
Luxembourg,LUX,2004,High income,LUX_2004
Luxembourg,LUX,2005,High income,LUX_2005
Luxembourg,LUX,2006,High income,LUX_2006
Luxembourg,LUX,2007,High income,LUX_2007
Luxembourg,LUX,2008,High income,LUX_2008
Luxembourg,LUX,2009,High income,LUX_2009
Luxembourg,LUX,2010,High income,LUX_2010
Luxembourg,LUX,2011,High income,LUX_2011
Luxembourg,LUX,2012,High income,LUX_2012
Luxembourg,LUX,2013,High income,LUX_2013
Luxembourg,LUX,2014,High income,LUX_2014
Luxembourg,LUX,2015,High income,LUX_2015
Luxembourg,LUX,2016,High income,LUX_2016
Macao,MAC,1987,Upper-middle income,MAC_1987
Macao,MAC,1988,Upper-middle income,MAC_1988
Macao,MAC,1989,Upper-middle income,MAC_1989
Macao,MAC,1990,Upper-middle income,MAC_1990
Macao,MAC,1991,Upper-middle income,MAC_1991
Macao,MAC,1992,Upper-middle income,MAC_1992
Macao,MAC,1993,Upper-middle income,MAC_1993
Macao,MAC,1994,High income,MAC_1994
Macao,MAC,1995,High income,MAC_1995
Macao,MAC,1996,High income,MAC_1996
Macao,MAC,1997,High income,MAC_1997
Macao,MAC,1998,High income,MAC_1998
Macao,MAC,1999,High income,MAC_1999
Macao,MAC,2000,High income,MAC_2000
Macao,MAC,2001,High income,MAC_2001
Macao,MAC,2002,High income,MAC_2002
Macao,MAC,2003,High income,MAC_2003
Macao,MAC,2004,High income,MAC_2004
Macao,MAC,2005,High income,MAC_2005
Macao,MAC,2006,High income,MAC_2006
Macao,MAC,2007,High income,MAC_2007
Macao,MAC,2008,High income,MAC_2008
Macao,MAC,2009,High income,MAC_2009
Macao,MAC,2010,High income,MAC_2010
Macao,MAC,2011,High income,MAC_2011
Macao,MAC,2012,High income,MAC_2012
Macao,MAC,2013,High income,MAC_2013
Macao,MAC,2014,High income,MAC_2014
Macao,MAC,2015,High income,MAC_2015
Macao,MAC,2016,High income,MAC_2016
Macedonia,MKD,1987,Upper-middle income,MKD_1987
Macedonia,MKD,1988,Upper-middle income,MKD_1988
Macedonia,MKD,1989,Upper-middle income,MKD_1989
Macedonia,MKD,1990,Upper-middle income,MKD_1990
Macedonia,MKD,1991,Upper-middle income,MKD_1991
Macedonia,MKD,1992,Lower-middle income,MKD_1992
Macedonia,MKD,1993,Lower-middle income,MKD_1993
Macedonia,MKD,1994,Lower-middle income,MKD_1994
Macedonia,MKD,1995,Lower-middle income,MKD_1995
Macedonia,MKD,1996,Lower-middle income,MKD_1996
Macedonia,MKD,1997,Lower-middle income,MKD_1997
Macedonia,MKD,1998,Lower-middle income,MKD_1998
Macedonia,MKD,1999,Lower-middle income,MKD_1999
Macedonia,MKD,2000,Lower-middle income,MKD_2000
Macedonia,MKD,2001,Lower-middle income,MKD_2001
Macedonia,MKD,2002,Lower-middle income,MKD_2002
Macedonia,MKD,2003,Lower-middle income,MKD_2003
Macedonia,MKD,2004,Lower-middle income,MKD_2004
Macedonia,MKD,2005,Lower-middle income,MKD_2005
Macedonia,MKD,2006,Lower-middle income,MKD_2006
Macedonia,MKD,2007,Lower-middle income,MKD_2007
Macedonia,MKD,2008,Upper-middle income,MKD_2008
Macedonia,MKD,2009,Upper-middle income,MKD_2009
Macedonia,MKD,2010,Upper-middle income,MKD_2010
Macedonia,MKD,2011,Upper-middle income,MKD_2011
Macedonia,MKD,2012,Upper-middle income,MKD_2012
Macedonia,MKD,2013,Upper-middle income,MKD_2013
Macedonia,MKD,2014,Upper-middle income,MKD_2014
Macedonia,MKD,2015,Upper-middle income,MKD_2015
Macedonia,MKD,2016,Upper-middle income,MKD_2016
Madagascar,MDG,1987,Low income,MDG_1987
Madagascar,MDG,1988,Low income,MDG_1988
Madagascar,MDG,1989,Low income,MDG_1989
Madagascar,MDG,1990,Low income,MDG_1990
Madagascar,MDG,1991,Low income,MDG_1991
Madagascar,MDG,1992,Low income,MDG_1992
Madagascar,MDG,1993,Low income,MDG_1993
Madagascar,MDG,1994,Low income,MDG_1994
Madagascar,MDG,1995,Low income,MDG_1995
Madagascar,MDG,1996,Low income,MDG_1996
Madagascar,MDG,1997,Low income,MDG_1997
Madagascar,MDG,1998,Low income,MDG_1998
Madagascar,MDG,1999,Low income,MDG_1999
Madagascar,MDG,2000,Low income,MDG_2000
Madagascar,MDG,2001,Low income,MDG_2001
Madagascar,MDG,2002,Low income,MDG_2002
Madagascar,MDG,2003,Low income,MDG_2003
Madagascar,MDG,2004,Low income,MDG_2004
Madagascar,MDG,2005,Low income,MDG_2005
Madagascar,MDG,2006,Low income,MDG_2006
Madagascar,MDG,2007,Low income,MDG_2007
Madagascar,MDG,2008,Low income,MDG_2008
Madagascar,MDG,2009,Low income,MDG_2009
Madagascar,MDG,2010,Low income,MDG_2010
Madagascar,MDG,2011,Low income,MDG_2011
Madagascar,MDG,2012,Low income,MDG_2012
Madagascar,MDG,2013,Low income,MDG_2013
Madagascar,MDG,2014,Low income,MDG_2014
Madagascar,MDG,2015,Low income,MDG_2015
Madagascar,MDG,2016,Low income,MDG_2016
Malawi,MWI,1987,Low income,MWI_1987
Malawi,MWI,1988,Low income,MWI_1988
Malawi,MWI,1989,Low income,MWI_1989
Malawi,MWI,1990,Low income,MWI_1990
Malawi,MWI,1991,Low income,MWI_1991
Malawi,MWI,1992,Low income,MWI_1992
Malawi,MWI,1993,Low income,MWI_1993
Malawi,MWI,1994,Low income,MWI_1994
Malawi,MWI,1995,Low income,MWI_1995
Malawi,MWI,1996,Low income,MWI_1996
Malawi,MWI,1997,Low income,MWI_1997
Malawi,MWI,1998,Low income,MWI_1998
Malawi,MWI,1999,Low income,MWI_1999
Malawi,MWI,2000,Low income,MWI_2000
Malawi,MWI,2001,Low income,MWI_2001
Malawi,MWI,2002,Low income,MWI_2002
Malawi,MWI,2003,Low income,MWI_2003
Malawi,MWI,2004,Low income,MWI_2004
Malawi,MWI,2005,Low income,MWI_2005
Malawi,MWI,2006,Low income,MWI_2006
Malawi,MWI,2007,Low income,MWI_2007
Malawi,MWI,2008,Low income,MWI_2008
Malawi,MWI,2009,Low income,MWI_2009
Malawi,MWI,2010,Low income,MWI_2010
Malawi,MWI,2011,Low income,MWI_2011
Malawi,MWI,2012,Low income,MWI_2012
Malawi,MWI,2013,Low income,MWI_2013
Malawi,MWI,2014,Low income,MWI_2014
Malawi,MWI,2015,Low income,MWI_2015
Malawi,MWI,2016,Low income,MWI_2016
Malaysia,MYS,1987,Lower-middle income,MYS_1987
Malaysia,MYS,1988,Lower-middle income,MYS_1988
Malaysia,MYS,1989,Lower-middle income,MYS_1989
Malaysia,MYS,1990,Lower-middle income,MYS_1990
Malaysia,MYS,1991,Lower-middle income,MYS_1991
Malaysia,MYS,1992,Upper-middle income,MYS_1992
Malaysia,MYS,1993,Upper-middle income,MYS_1993
Malaysia,MYS,1994,Upper-middle income,MYS_1994
Malaysia,MYS,1995,Upper-middle income,MYS_1995
Malaysia,MYS,1996,Upper-middle income,MYS_1996
Malaysia,MYS,1997,Upper-middle income,MYS_1997
Malaysia,MYS,1998,Upper-middle income,MYS_1998
Malaysia,MYS,1999,Upper-middle income,MYS_1999
Malaysia,MYS,2000,Upper-middle income,MYS_2000
Malaysia,MYS,2001,Upper-middle income,MYS_2001
Malaysia,MYS,2002,Upper-middle income,MYS_2002
Malaysia,MYS,2003,Upper-middle income,MYS_2003
Malaysia,MYS,2004,Upper-middle income,MYS_2004
Malaysia,MYS,2005,Upper-middle income,MYS_2005
Malaysia,MYS,2006,Upper-middle income,MYS_2006
Malaysia,MYS,2007,Upper-middle income,MYS_2007
Malaysia,MYS,2008,Upper-middle income,MYS_2008
Malaysia,MYS,2009,Upper-middle income,MYS_2009
Malaysia,MYS,2010,Upper-middle income,MYS_2010
Malaysia,MYS,2011,Upper-middle income,MYS_2011
Malaysia,MYS,2012,Upper-middle income,MYS_2012
Malaysia,MYS,2013,Upper-middle income,MYS_2013
Malaysia,MYS,2014,Upper-middle income,MYS_2014
Malaysia,MYS,2015,Upper-middle income,MYS_2015
Malaysia,MYS,2016,Upper-middle income,MYS_2016
Maldives,MDV,1987,Low income,MDV_1987
Maldives,MDV,1988,Low income,MDV_1988
Maldives,MDV,1989,Low income,MDV_1989
Maldives,MDV,1990,Low income,MDV_1990
Maldives,MDV,1991,Low income,MDV_1991
Maldives,MDV,1992,Low income,MDV_1992
Maldives,MDV,1993,Lower-middle income,MDV_1993
Maldives,MDV,1994,Lower-middle income,MDV_1994
Maldives,MDV,1995,Lower-middle income,MDV_1995
Maldives,MDV,1996,Lower-middle income,MDV_1996
Maldives,MDV,1997,Lower-middle income,MDV_1997
Maldives,MDV,1998,Lower-middle income,MDV_1998
Maldives,MDV,1999,Lower-middle income,MDV_1999
Maldives,MDV,2000,Lower-middle income,MDV_2000
Maldives,MDV,2001,Lower-middle income,MDV_2001
Maldives,MDV,2002,Lower-middle income,MDV_2002
Maldives,MDV,2003,Lower-middle income,MDV_2003
Maldives,MDV,2004,Lower-middle income,MDV_2004
Maldives,MDV,2005,Lower-middle income,MDV_2005
Maldives,MDV,2006,Lower-middle income,MDV_2006
Maldives,MDV,2007,Lower-middle income,MDV_2007
Maldives,MDV,2008,Lower-middle income,MDV_2008
Maldives,MDV,2009,Lower-middle income,MDV_2009
Maldives,MDV,2010,Upper-middle income,MDV_2010
Maldives,MDV,2011,Upper-middle income,MDV_2011
Maldives,MDV,2012,Upper-middle income,MDV_2012
Maldives,MDV,2013,Upper-middle income,MDV_2013
Maldives,MDV,2014,Upper-middle income,MDV_2014
Maldives,MDV,2015,Upper-middle income,MDV_2015
Maldives,MDV,2016,Upper-middle income,MDV_2016
Mali,MLI,1987,Low income,MLI_1987
Mali,MLI,1988,Low income,MLI_1988
Mali,MLI,1989,Low income,MLI_1989
Mali,MLI,1990,Low income,MLI_1990
Mali,MLI,1991,Low income,MLI_1991
Mali,MLI,1992,Low income,MLI_1992
Mali,MLI,1993,Low income,MLI_1993
Mali,MLI,1994,Low income,MLI_1994
Mali,MLI,1995,Low income,MLI_1995
Mali,MLI,1996,Low income,MLI_1996
Mali,MLI,1997,Low income,MLI_1997
Mali,MLI,1998,Low income,MLI_1998
Mali,MLI,1999,Low income,MLI_1999
Mali,MLI,2000,Low income,MLI_2000
Mali,MLI,2001,Low income,MLI_2001
Mali,MLI,2002,Low income,MLI_2002
Mali,MLI,2003,Low income,MLI_2003
Mali,MLI,2004,Low income,MLI_2004
Mali,MLI,2005,Low income,MLI_2005
Mali,MLI,2006,Low income,MLI_2006
Mali,MLI,2007,Low income,MLI_2007
Mali,MLI,2008,Low income,MLI_2008
Mali,MLI,2009,Low income,MLI_2009
Mali,MLI,2010,Low income,MLI_2010
Mali,MLI,2011,Low income,MLI_2011
Mali,MLI,2012,Low income,MLI_2012
Mali,MLI,2013,Low income,MLI_2013
Mali,MLI,2014,Low income,MLI_2014
Mali,MLI,2015,Low income,MLI_2015
Mali,MLI,2016,Low income,MLI_2016
Malta,MLT,1987,Upper-middle income,MLT_1987
Malta,MLT,1988,Upper-middle income,MLT_1988
Malta,MLT,1989,High income,MLT_1989
Malta,MLT,1990,Upper-middle income,MLT_1990
Malta,MLT,1991,Upper-middle income,MLT_1991
Malta,MLT,1992,Upper-middle income,MLT_1992
Malta,MLT,1993,Upper-middle income,MLT_1993
Malta,MLT,1994,Upper-middle income,MLT_1994
Malta,MLT,1995,Upper-middle income,MLT_1995
Malta,MLT,1996,Upper-middle income,MLT_1996
Malta,MLT,1997,Upper-middle income,MLT_1997
Malta,MLT,1998,High income,MLT_1998
Malta,MLT,1999,Upper-middle income,MLT_1999
Malta,MLT,2000,High income,MLT_2000
Malta,MLT,2001,Upper-middle income,MLT_2001
Malta,MLT,2002,High income,MLT_2002
Malta,MLT,2003,High income,MLT_2003
Malta,MLT,2004,High income,MLT_2004
Malta,MLT,2005,High income,MLT_2005
Malta,MLT,2006,High income,MLT_2006
Malta,MLT,2007,High income,MLT_2007
Malta,MLT,2008,High income,MLT_2008
Malta,MLT,2009,High income,MLT_2009
Malta,MLT,2010,High income,MLT_2010
Malta,MLT,2011,High income,MLT_2011
Malta,MLT,2012,High income,MLT_2012
Malta,MLT,2013,High income,MLT_2013
Malta,MLT,2014,High income,MLT_2014
Malta,MLT,2015,High income,MLT_2015
Malta,MLT,2016,High income,MLT_2016
Marshall Islands,MHL,1987,Not categorized,MHL_1987
Marshall Islands,MHL,1988,Not categorized,MHL_1988
Marshall Islands,MHL,1989,Not categorized,MHL_1989
Marshall Islands,MHL,1990,Not categorized,MHL_1990
Marshall Islands,MHL,1991,Lower-middle income,MHL_1991
Marshall Islands,MHL,1992,Lower-middle income,MHL_1992
Marshall Islands,MHL,1993,Lower-middle income,MHL_1993
Marshall Islands,MHL,1994,Lower-middle income,MHL_1994
Marshall Islands,MHL,1995,Lower-middle income,MHL_1995
Marshall Islands,MHL,1996,Lower-middle income,MHL_1996
Marshall Islands,MHL,1997,Lower-middle income,MHL_1997
Marshall Islands,MHL,1998,Lower-middle income,MHL_1998
Marshall Islands,MHL,1999,Lower-middle income,MHL_1999
Marshall Islands,MHL,2000,Lower-middle income,MHL_2000
Marshall Islands,MHL,2001,Lower-middle income,MHL_2001
Marshall Islands,MHL,2002,Lower-middle income,MHL_2002
Marshall Islands,MHL,2003,Lower-middle income,MHL_2003
Marshall Islands,MHL,2004,Lower-middle income,MHL_2004
Marshall Islands,MHL,2005,Lower-middle income,MHL_2005
Marshall Islands,MHL,2006,Lower-middle income,MHL_2006
Marshall Islands,MHL,2007,Lower-middle income,MHL_2007
Marshall Islands,MHL,2008,Lower-middle income,MHL_2008
Marshall Islands,MHL,2009,Lower-middle income,MHL_2009
Marshall Islands,MHL,2010,Lower-middle income,MHL_2010
Marshall Islands,MHL,2011,Lower-middle income,MHL_2011
Marshall Islands,MHL,2012,Upper-middle income,MHL_2012
Marshall Islands,MHL,2013,Upper-middle income,MHL_2013
Marshall Islands,MHL,2014,Upper-middle income,MHL_2014
Marshall Islands,MHL,2015,Upper-middle income,MHL_2015
Marshall Islands,MHL,2016,Upper-middle income,MHL_2016
Mauritania,MRT,1987,Low income,MRT_1987
Mauritania,MRT,1988,Low income,MRT_1988
Mauritania,MRT,1989,Low income,MRT_1989
Mauritania,MRT,1990,Low income,MRT_1990
Mauritania,MRT,1991,Low income,MRT_1991
Mauritania,MRT,1992,Low income,MRT_1992
Mauritania,MRT,1993,Low income,MRT_1993
Mauritania,MRT,1994,Low income,MRT_1994
Mauritania,MRT,1995,Low income,MRT_1995
Mauritania,MRT,1996,Low income,MRT_1996
Mauritania,MRT,1997,Low income,MRT_1997
Mauritania,MRT,1998,Low income,MRT_1998
Mauritania,MRT,1999,Low income,MRT_1999
Mauritania,MRT,2000,Low income,MRT_2000
Mauritania,MRT,2001,Low income,MRT_2001
Mauritania,MRT,2002,Low income,MRT_2002
Mauritania,MRT,2003,Low income,MRT_2003
Mauritania,MRT,2004,Low income,MRT_2004
Mauritania,MRT,2005,Low income,MRT_2005
Mauritania,MRT,2006,Low income,MRT_2006
Mauritania,MRT,2007,Low income,MRT_2007
Mauritania,MRT,2008,Low income,MRT_2008
Mauritania,MRT,2009,Low income,MRT_2009
Mauritania,MRT,2010,Lower-middle income,MRT_2010
Mauritania,MRT,2011,Low income,MRT_2011
Mauritania,MRT,2012,Lower-middle income,MRT_2012
Mauritania,MRT,2013,Lower-middle income,MRT_2013
Mauritania,MRT,2014,Lower-middle income,MRT_2014
Mauritania,MRT,2015,Lower-middle income,MRT_2015
Mauritania,MRT,2016,Lower-middle income,MRT_2016
Mauritius,MUS,1987,Lower-middle income,MUS_1987
Mauritius,MUS,1988,Lower-middle income,MUS_1988
Mauritius,MUS,1989,Lower-middle income,MUS_1989
Mauritius,MUS,1990,Lower-middle income,MUS_1990
Mauritius,MUS,1991,Lower-middle income,MUS_1991
Mauritius,MUS,1992,Upper-middle income,MUS_1992
Mauritius,MUS,1993,Upper-middle income,MUS_1993
Mauritius,MUS,1994,Upper-middle income,MUS_1994
Mauritius,MUS,1995,Upper-middle income,MUS_1995
Mauritius,MUS,1996,Upper-middle income,MUS_1996
Mauritius,MUS,1997,Upper-middle income,MUS_1997
Mauritius,MUS,1998,Upper-middle income,MUS_1998
Mauritius,MUS,1999,Upper-middle income,MUS_1999
Mauritius,MUS,2000,Upper-middle income,MUS_2000
Mauritius,MUS,2001,Upper-middle income,MUS_2001
Mauritius,MUS,2002,Upper-middle income,MUS_2002
Mauritius,MUS,2003,Upper-middle income,MUS_2003
Mauritius,MUS,2004,Upper-middle income,MUS_2004
Mauritius,MUS,2005,Upper-middle income,MUS_2005
Mauritius,MUS,2006,Upper-middle income,MUS_2006
Mauritius,MUS,2007,Upper-middle income,MUS_2007
Mauritius,MUS,2008,Upper-middle income,MUS_2008
Mauritius,MUS,2009,Upper-middle income,MUS_2009
Mauritius,MUS,2010,Upper-middle income,MUS_2010
Mauritius,MUS,2011,Upper-middle income,MUS_2011
Mauritius,MUS,2012,Upper-middle income,MUS_2012
Mauritius,MUS,2013,Upper-middle income,MUS_2013
Mauritius,MUS,2014,Upper-middle income,MUS_2014
Mauritius,MUS,2015,Upper-middle income,MUS_2015
Mauritius,MUS,2016,Upper-middle income,MUS_2016
Mayotte,MYT,1987,Not categorized,MYT_1987
Mayotte,MYT,1988,Not categorized,MYT_1988
Mayotte,MYT,1989,Not categorized,MYT_1989
Mayotte,MYT,1990,High income,MYT_1990
Mayotte,MYT,1991,Upper-middle income,MYT_1991
Mayotte,MYT,1992,Upper-middle income,MYT_1992
Mayotte,MYT,1993,Upper-middle income,MYT_1993
Mayotte,MYT,1994,Upper-middle income,MYT_1994
Mayotte,MYT,1995,Upper-middle income,MYT_1995
Mayotte,MYT,1996,Upper-middle income,MYT_1996
Mayotte,MYT,1997,Upper-middle income,MYT_1997
Mayotte,MYT,1998,Upper-middle income,MYT_1998
Mayotte,MYT,1999,Upper-middle income,MYT_1999
Mayotte,MYT,2000,Upper-middle income,MYT_2000
Mayotte,MYT,2001,Upper-middle income,MYT_2001
Mayotte,MYT,2002,Upper-middle income,MYT_2002
Mayotte,MYT,2003,Upper-middle income,MYT_2003
Mayotte,MYT,2004,Upper-middle income,MYT_2004
Mayotte,MYT,2005,Upper-middle income,MYT_2005
Mayotte,MYT,2006,Upper-middle income,MYT_2006
Mayotte,MYT,2007,Upper-middle income,MYT_2007
Mayotte,MYT,2008,Upper-middle income,MYT_2008
Mayotte,MYT,2009,Upper-middle income,MYT_2009
Mayotte,MYT,2010,Upper-middle income,MYT_2010
Mayotte,MYT,2011,Not categorized,MYT_2011
Mayotte,MYT,2012,Not categorized,MYT_2012
Mayotte,MYT,2013,Not categorized,MYT_2013
Mayotte,MYT,2014,Not categorized,MYT_2014
Mayotte,MYT,2015,Not categorized,MYT_2015
Mayotte,MYT,2016,Not categorized,MYT_2016
Mexico,MEX,1987,Lower-middle income,MEX_1987
Mexico,MEX,1988,Lower-middle income,MEX_1988
Mexico,MEX,1989,Lower-middle income,MEX_1989
Mexico,MEX,1990,Upper-middle income,MEX_1990
Mexico,MEX,1991,Upper-middle income,MEX_1991
Mexico,MEX,1992,Upper-middle income,MEX_1992
Mexico,MEX,1993,Upper-middle income,MEX_1993
Mexico,MEX,1994,Upper-middle income,MEX_1994
Mexico,MEX,1995,Upper-middle income,MEX_1995
Mexico,MEX,1996,Upper-middle income,MEX_1996
Mexico,MEX,1997,Upper-middle income,MEX_1997
Mexico,MEX,1998,Upper-middle income,MEX_1998
Mexico,MEX,1999,Upper-middle income,MEX_1999
Mexico,MEX,2000,Upper-middle income,MEX_2000
Mexico,MEX,2001,Upper-middle income,MEX_2001
Mexico,MEX,2002,Upper-middle income,MEX_2002
Mexico,MEX,2003,Upper-middle income,MEX_2003
Mexico,MEX,2004,Upper-middle income,MEX_2004
Mexico,MEX,2005,Upper-middle income,MEX_2005
Mexico,MEX,2006,Upper-middle income,MEX_2006
Mexico,MEX,2007,Upper-middle income,MEX_2007
Mexico,MEX,2008,Upper-middle income,MEX_2008
Mexico,MEX,2009,Upper-middle income,MEX_2009
Mexico,MEX,2010,Upper-middle income,MEX_2010
Mexico,MEX,2011,Upper-middle income,MEX_2011
Mexico,MEX,2012,Upper-middle income,MEX_2012
Mexico,MEX,2013,Upper-middle income,MEX_2013
Mexico,MEX,2014,Upper-middle income,MEX_2014
Mexico,MEX,2015,Upper-middle income,MEX_2015
Mexico,MEX,2016,Upper-middle income,MEX_2016
Micronesia,,1987,Not categorized,_1987
Micronesia,,1988,Not categorized,_1988
Micronesia,,1989,Not categorized,_1989
Micronesia,,1990,Not categorized,_1990
Micronesia,,1991,Lower-middle income,_1991
Micronesia,,1992,Lower-middle income,_1992
Micronesia,,1993,Lower-middle income,_1993
Micronesia,,1994,Lower-middle income,_1994
Micronesia,,1995,Lower-middle income,_1995
